District,Name,Server,Comments,,,,,,
KBM,KBMWA52B-HPP3015N-CHECK,\\KBMWA52BFSV01,PCL 5 10.116.122.254,,,,,,
KBM,KBMWA52B-QUALITY,\\KBMWA52BFSV01,KBMWA52B 10.116.122.20,,,,,,
KBM,52-EAST-DOUBLE-SIDED,\\KBMWA52BFSV01,Ricoh MPC3502,,,,,,
KBM,52B-EAST,\\KBMWA52BFSV01,KBMWA52B-EAST Ricoh MPC3501 pcl6,,,,,,
KBM,52B-HP5000-PLOTTER,\\KBMWA52BFSV01,KBMWA52B-EAST,,,,,,
KBM,52B-MAILROOM,\\KBMWA52BFSV01,52B-MAILROOM,,,,,,
KBM,52B-Mailroom Double Sided,\\KBMWA52BFSV01,52B-Mailroom Double Sided,,,,,,
KBM,52KRicohC2051,\\KBMWA52BFSV01,RICOH Aficio MP C2051 PCL 6,,,,,,
WCB,MLML_KC_A_Plotter,\\WCDABMLSFSV01,MLML_KC_A_Plotter,,,,,,
WCB,MLMR_KC_A_1,\\WCDABMLSFSV01,MLMR_KC_A_1,,,,,,
WCB,MLMR_KC_A_2,\\WCDABMLSFSV01,MLMR_KC_A_2,,,,,,
WCB,MLMR_KC_A_5,\\WCDABMLSFSV01,MLMR_KC_A_5,,,,,,
WCB,MLMR_KC_B_3,\\WCDABMLSFSV01,MLMR_KC_B_3,,,,,,
WCB,MLMR_KC_B_4,\\WCDABMLSFSV01,MLMR_KC_B_4,,,,,,
WCB,MLMR_KC_B_Plotter,\\WCDABMLSFSV01,MLMR_KC_B_Plotter,,,,,,
WCB,MLMR_KC_DocControl,\\WCDABMLSFSV01,MLMR_KC_DocControl,,,,,,
WCB,MLMR_QPit_HP,\\WCDABMLSFSV01,MLMR_QPit_HP,,,,,,
WCB,MLMR_QPit_Ricoh,\\WCDABMLSFSV01,MLMR_QPit_Ricoh,,,,,,
WCB,MLMR_Qpit_Safety_Brother,\\WCDABMLSFSV01,MLMR_Qpit_Safety_Brother,,,,,,
WCB,MLMR_QPit_WareHouse_BR,\\WCDABMLSFSV01,MLMR_QPit_WareHouse_BR,,,,,,
WCB,MLMR_ScreeningPlant_Trailer8,\\WCDABMLSFSV01,MLMR_ScreeningPlant_Trailer8,,,,,,
KPD,HP Color LaserJet CP2025dn UPD PCL 5,\\KPDKSLACFSV01,KPDKSLACPMF06-2025Color,,,,,,
KPD,KPDKSLACCHKPTR,\\KPDKSLACFSV01,KPDKSLACCHKPTR,,,,,,
KPD,KPDKSLACPMF02BW,\\KPDKSLACFSV01,Ricoh 4001,,,,,,
KPD,KPDKSLACPMF03-3501Color,\\KPDKSLACFSV01,KPDKSLACPMF03-3501Color,,,,,,
KPD,KPDKSLACPMF04-Maintenance,\\KPDKSLACFSV01,KPDKSLACPMF04-Maintenance,,,,,,
KPD,KPDKSLACPMF08,\\KPDKSLACFSV01,KPDKSLACPMF08,,,,,,
KPD,KPDKSLACPMF08-DocControl,\\KPDKSLACFSV01,KPDKSLACPMF08-DocControl,,,,,,
KPD,KPDKSLACPPLT01,\\KPDKSLACFSV01,KPDKSLACPPLT01,,,,,,
KPD,KPDKSLACPRT01-Safety,\\KPDKSLACFSV01,KPDKSLACPRT01-Safety,, ,,,,
KPD,KPDKSLACPWF01-DocControl,\\KPDKSLACFSV01,KPDKSLACPWF01-DocControl,,,,,,
KPD,KPDNJWEC.Bullpen,\\KPDNJWECFSV01,KPDNJWEC.Bullpen,,,,,,
KPD,KPDNJWEC.DocControl,\\KPDNJWECFSV01,KPDNJWEC.DocControl,,,,,,
KPD,KPDNJWEC.GE-Trailer,\\KPDNJWECFSV01,KPDNJWEC.GE-Trailer,,,,,,
KPD,KPDNJWEC.NYConf,\\KPDNJWECFSV01,KPDNJWEC.NYConf,,,,,,
KPD,KPDNJWEC.Plotter,\\KPDNJWECFSV01,KPDNJWEC.Plotter,,,,,,
KPD,KPDNJWEC.ProjectControls,\\KPDNJWECFSV01,KPDNJWEC.ProjectControls,,,,,,
KPD,KPDNJWEC.Safety,\\KPDNJWECFSV01,KPDNJWEC.Safety,,,,,,
KPD,KPDNJWEC.Warehouse,\\KPDNJWECFSV01,KPDNJWEC.Warehouse,,,,,,
KPD,KPDNJWECPMF01,\\KPDNJWECFSV01,KPDNJWECPMF01,,,,,,
NOC,NOCCABARPMF01,\\NOCCABARFSV01,10.132.97.195,,,,,,
NOC,NOCCABR2PTR02,\\NOCCABARFSV01,10.132.97.131 KONICA MINOLTA C360SeriesPCL,,,,,,
NOC,NOCCABR2PTR03,\\NOCCABARFSV01,10.132.97.130 HP Designjet T790ps 44in PS3,,,,,,
NOC,NOCCABR2PTR04,\\NOCCABARFSV01,10.132.97.132 KONICA MINOLTA C452SeriesPCL,,,,,,
NOC,NOCCABR2PTR05,\\NOCCABARFSV01,10.132.97.133 HP LaserJet 200 color MFP M276 PCL 6,,,,,,
NOC,NOCCABR2PTR06,\\NOCCABARFSV01,HP Check Printer 10.132.97.134,,,,,,
KEC,KDEOX1_PCL6,\\KECABKEPFSV01,KDEOX1_PCL6,,,,,,
KEC,KDEOX2_PCL6,\\KECABKEPFSV01,KDEOX2_PCL6,,,,,,
KEC,KDEOX_Plotter,\\KECABKEPFSV01,KDEOX_Plotter,,,,,,
KEC,KEC_KFT_HP3015,\\KECABKEPFSV01,jack 132,,,,,,
KEC,KEP_MAINTENANCE,\\KECABKEPFSV01,KEP_MAINTENANCE,,,,,,
KEC,KEP_MAINTENANCE_PCL6,\\KECABKEPFSV01,KEP_MAINTENANCE_PCL6,,,,,,
KEC,KEP_PROCUREMENT,\\KECABKEPFSV01,KEP_PROCUREMENT,,,,,,
KEC,KEP_PROCUREMENT_PCL6,\\KECABKEPFSV01,KEP_PROCUREMENT_PCL6,,,,,,
KEC,Thickener_Plotter,\\KECABKEPFSV01,Thickener_Plotter,,,,,,
KEC,ThickenerN2,\\KECABKEPFSV01,ThickenerN2,,,,,,
KEC,ThickenerN4,\\KECABKEPFSV01,ThickenerN4,,,,,,
SOC,SOCCACDP-HPCheckPrinter,\\SOCCACDPFSV01,SOCCACDP-HPCheckPrinter,,,,,,
SOC,SOCCACDPPLT01,\\SOCCACDPFSV01,SOCCACDPPLT01,,,,,,
SOC,SOCCACDPPLT02,\\SOCCACDPFSV01,SOCCACDPPLT02,,,,,,
SOC,SOCCACDPPMF-IPSTrailer,\\SOCCACDPFSV01,SOCCACDPPMF-IPSTrailer,,,,,,
SOC,SOCCACDPPMF01-Warehouse,\\SOCCACDPFSV01,SOCCACDPPMF01-Warehouse,,,,,,
SOC,SOCCACDPPMF01BW,\\SOCCACDPFSV01,SOCCACDPPMF01BW,,,,,,
SOC,SOCCACDPPMF02BW,\\SOCCACDPFSV01,SOCCACDPPMF02BW,,,,,,
SOC,SOCCACDPPMF02COLOR,\\SOCCACDPFSV01,SOCCACDPPMF02COLOR,,,,,,
SOC,SOCCACDPPMF03COLORTRAILER,\\SOCCACDPFSV01,SOCCACDPPMF03COLORTRAILER,,,,,,
SOC,SOCCACDPPMF04COLOR-ROTRAILER,\\SOCCACDPFSV01,SOCCACDPPMF04COLOR-ROTRAILER,,,,,,
KBM,HP Designjet 4000 KBMHIFPY PLOTTER,\\KBMHIFPYFSV01,HP Designjet 4000 KBMHIFPY PLOTTER,,,,,,
KBM,HP Officejet KBMHIFPY Trailer 1,\\KBMHIFPYFSV01,HP Officejet KBMHIFPY Trailer 1,,,,,,
KBM,HP Officejet KBMHIFPY Trailer 2,\\KBMHIFPYFSV01,HP Officejet KBMHIFPY Trailer 2,,,,,,
KBM,HP Officejet KBMHIFPY Trailer 3,\\KBMHIFPYFSV01,HP Officejet KBMHIFPY Trailer 3,,,,,,
KBM,HP Officejet KBMHIFPY Trailer 4,\\KBMHIFPYFSV01,HP Officejet KBMHIFPY Trailer 4,,,,,,
KBM,Ricoh Aficio MP C3003 Farrington Precast Yard,\\KBMHIFPYFSV01,Ricoh Aficio MP C3003 Farrington Precast Yard,,,,,,
KBM,52CHPCP1525nw          Print           52C CP1525nw PCL 5 driver                  ,\\KBMWA52CFSV01,,,,,,,
KBM,52CHPCP1525nwConcrete  Print           52C CP1525nw PCL 5 driver                  ,\\KBMWA52CFSV01,,,,,,,
KBM,52CHPCP2025dn          Print           PCL5 driver                                ,\\KBMWA52CFSV01,,,,,,,
KBM,52cPlotter             Print           HP DesignJet 1055cm Plus using GPL driver  ,\\KBMWA52CFSV01,,,,,,,
KBM,52CRicoh6330n          Print           RICOH Aficio SP 6330N PCL 5e               ,\\KBMWA52CFSV01,,,,,,,
KBM,52CRICOHC2550          Print           Ricoh C2550 PCL5e driver                   ,\\KBMWA52CFSV01,,,,,,,
KBM,52CRicohC5000          Print           Ricoh C5000 PCL5e driver,\\KBMWA52CFSV01,,,,,,,
KSW,BIZHUBC351,\\KSWAZTRPFSV01,BIZHUBC351 ,,,,,,
KBG,KBGCOCSMPTR01,\\KBGCOCSMFSV01,Ricoh Aficio MP C2551 ,,,,,,
NOC,RC4000,\\NOCLAWB7FSV01,10.132.48.50,,,,,,
KBG,KBGCOUCCPTR01,\\kbgcouccfsv01,KBGCOUCCPTR01,,,,,,
KBG,KBGCOUCCPTR02,\\kbgcouccfsv01,KBGCOUCCPTR02,,,,,,
KCS,KCSCOCENPMF01,\\KCSCOCENFSV01,KCSCOCENPMF01,,,,,,
KBG,KBGHIKIIPMF01,\\KBGHIKIIFSV01,Ricoh MP C5000,,,,,,
NOC,HPDJ5000PS,\\NOCCACVDFSV01,10.132.80.51,,,,,,
NOC,KMC360CVD,\\NOCCACVDFSV01,10.132.80.50,,,,,,
KBG,KBGNEOCCPMF01 ,\\KBGNEOCCFSV01,Ricoh C2551 ,,,,,,
KBG,KBGNEOCCPMF02,\\KBGNEOCCFSV01,KBGNEOCCPMF02  ,,,,,,
EAS,EASNYCOL.Business ,\\EASNYCOLFSV01,HP 4250,,,,,,
EAS,EASNYCOL.CopierNorth,\\EASNYCOLFSV01,Ricoh MP 6001 PCL 6,,,,,,
KBG,KBGHIHONPMF01,\\KBGHIHONFSV01,Ricoh MP C6502 ,,,,,,
KBG,KBGHIHONPMF02,\\KBGHIHONFSV01,Ricoh MP C6502 ,,,,,,
KBG,KBGHIAIRPMF01,\\KBGHIAIRFSV01,RICOH Aficio MP C2050 PCL 6,,,,,,
KBG,KBGHIAIRPMF02,\\KBGHIAIRFSV01,KBGHIAIRPMF02,,,,,,
KBG,KBG-NE-LINCOLN-RICOH,\\KBGNELINFSV01,Ricoh MPC 4000,,,,,,
WCD,Ricoh C4501 PCL 6,\\WCDBCMICFSV01,10.172.48.200 ,,,,,,
WCD,WCDBCMICPWF02,\\WCDBCMICFSV01,Mica 5&6 Plotter ,,,,,,
TUS,TUSGAGWIPTR01,\\tusgagwifsv01,TUSGAGWIPTR01                          ,,,,,,
TUS,TUSGAGWIPTR04,\\tusgagwifsv01,Fab Shop OCE Imagistics im2830 Copier ,,,,,,
TSW,TSWNVCARPTR01  ,\\TSWNVCARFSV01,TSWNVCARPTR01   ,,,,,,
TSW,TSWNVCARPTR02,\\TSWNVCARFSV01,Sharp MX-7001N,,,,,,
KBG,KBGCAEXPPMF01  ,\\KBGCAEXPFSV01,Ricoh Aficio MP C3502 ,,,,,,
KBG,KBGCAEXPPTR01  ,\\KBGCAEXPFSV01,HP Color LaserJet 5525DN ,,,,,,
KBG,KBGTXHPEPMF01,\\KBGTXHPEFSV01,KBGTXHPEPMF01 ,,,,,,
KBG,KBGTXHPEPTR01  ,\\KBGTXHPEFSV01,Brother MFC-J6910DW,,,,,,
KBG,KBGTXHPEPWF01  ,\\KBGTXHPEFSV01,HP DesignJet T610 44inch ,,,,,,
KBG,KBGAKTLCPMF02  ,\\KBGAKTLCFSV01,Ricoh MP 3053 ,,,,,,
KBG,KBGAKTLCPTR01  ,\\KBGAKTLCFSV01,Ricoh Aficio MP C3502 PCL 6,,,,,,
TUS,TUSCAVENPTR01  ,\\TUSCAVENFSV01,10.217.169.130 Sharp AR-M550N PCL6 ,,,,,,
TUS,TUSCAVENPTR02,\\TUSCAVENFSV01,TUSCAVENPTR02                       ,,,,,,
